1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0.410933,0.39483,-1.21545,0.338012,2.30475,1.53966,0.493247,1.22476,3.89454,0.218981,0.20112,0.409727,0.378909,0.563469,0.543542,0.480755,0.613564,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0
